,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,comments
167,False,More than 1000,True,True,Yes,Yes,Yes,I don't know,I don't know,Difficult,Physical health,Yes,True,Maybe,True,True,7.0,4.0,,,,,,,,,False,,,,,,,,,,,,,,,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",Yes,True,Yes,Sometimes,Sometimes,No,7,No,No,False,,,4,"Yes, I observed","Yes, I experienced",2,22,female,United States of America,California,White,United States of America,California,"I told my manager that a project I was managing was making me anxious. We worked out ways that he could help me change how I thought about it and help me with it to make me less anxious. 

I have also told him about panic attacks I've had in the past, though there was no action there., I've had discussions with coworkers who work at the same company as me but not directly alongside me about mental health issues. I only felt comfortable having the discussions because I was fairly confident that they also struggled with mental health., Some coworkers and I commiserated about mental health issues., I was friends with a manager of a different team. He would often talk to me about issues with his reports. He had a report quit because of mental health issues. He didn't believe the reports issues were real and did not respect the report's decision. He complained about the report. , There needs to be more widespread knowledge about
1. how pervasive and normal mental health problems are
2. what legal protections exist around people with mental health problems"
168,False,1-5,True,True,Yes,Yes,Yes,I don't know,Yes,Very easy,Same level of comfort for each,Yes,True,Maybe,True,True,8.0,8.0,,,,,,,,,True,True,Some did,I was aware of some,None did,None did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,True,At some of my previous employers,False,False,9.0,6.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder",Yes,True,Yes,Sometimes,Often,Yes,7,Maybe,No,False,,,7,Maybe/Not sure,"Yes, I experienced",2,28,Male,United States of America,California,White,United States of America,California,"To communicate time off. And to share with someone. , With a former coworker about therapy, About therapy. Nothing specific , Empathy. Flexibility. , We could be more open. , Thanks!"
169,False,More than 1000,True,True,I don't know,No,Yes,I don't know,I don't know,I don't know,Physical health,No,False,No,False,False,5.0,4.0,,,,,,,,,True,True,"No, none did",N/A (none offered),None did,None did,No,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,0.0,0.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",Yes,True,I don't know,Sometimes,Often,,3,No,No,False,,,4,Maybe/Not sure,No,1,29,female,United States of America,Maryland,White,United States of America,Maryland,give reasonable workload and compensation
170,True,,,,,,,,,,,,,,,,,,True,"No, I don't know any",Not applicable to me,,Not applicable to me,Not applicable to me,Yes,1-25%,True,False,I don't know,N/A (was not aware),I don't know,Some did,"Yes, always",Same level of comfort for each,"Yes, all of my previous supervisors",True,At some of my previous employers,False,False,0.0,1.0,No,,,,,Possibly,False,No,Not applicable to me,Not applicable to me,Maybe,7,Yes,Yes,False,,,7,No,Maybe/Not sure,3,32,I have a penis,United States of America,Illinois,White,United States of America,Illinois,"I told my advisor I was under going a very bad moment kind of depression. He did not change anything in my contract and told me to take the breaks I need., Post in their job postings that mental illnesses do not disqualify for employment"
171,False,100-500,True,True,Yes,No,No,I don't know,I don't know,I don't know,Physical health,Maybe,False,Yes,True,True,5.0,5.0,,,,,,,,,True,False,Some did,"No, I only became aware later",None did,Some did,I don't know,Physical health,Some of my previous supervisors,True,At some of my previous employers,True,True,7.0,3.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",Yes,True,Yes,Sometimes,Sometimes,No,8,Maybe,Maybe,False,,,5,"Yes, I experienced",Maybe/Not sure,3,38,female,United States of America,Illinois,White,United States of America,Illinois,"I made decisions about which coworkers to discuss mental health with, but I have had conversations over lunch (off-site) about periodic anxiety, as well as conversations with some of my team mates about my misophonia as it has impacts on my focus and concentration in meetings so I like to make people aware of it so I can ask for accommodations when needed. , Similarly, I have had close colleagues discuss anxiety or depression with me on a personal level over off-site lunches.  , I spoke openly about my misophonia with anyone I had to share working spaces with.  I also spoke with my direct supervisor about some emotional needs I had periodically, but only after we had developed a trusting working relationship. , Again the misophonia piece.  Additionally, I had open conversations with select colleagues about my anxiety and depression. , One of my colleagues had open conversations with me about her PTSD so that we could work together to make accommodations as needed. , In a previous job, when I first started taking anti-depressants, I had made it known to the assistant director of the company as well as my direct team mate and worked with both of them to make sure that I could have the accommodations I needed.  However, when the director met with me for an evaluation, he addressed some concerns around breaks I was taking.  It was at this point I shared with him the conversations I had with the other two staff members and how I was addressing these gaps with their support.  His response was ""well while I appreciate the whole depression thing, you have to do your job"" and from that point forward, I found him treating me differently, for example, scheduling a meeting for a day when I was taking PTO where he shared information that directly impacted my team., I think there are a lot of available accommodations that make life easier for people with mental illness, such as ability to work from home or set alternate hours, but I think they are not recognized as mental health accommodations specifically or called out as something that can be meaningfully used in this way. "
172,False,26-100,True,True,I don't know,No,No,I don't know,I don't know,Very easy,Physical health,No,False,Maybe,True,False,6.0,5.0,,,,,,,,,True,True,Some did,N/A (was not aware),I don't know,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,9.0,6.0,No,,,,,No,False,No,Not applicable to me,Not applicable to me,,7,Maybe,No,False,,,8,No,No,2,30,Male,United States of America,Illinois,Hispanic,United States of America,Illinois,"I confided in a close work friend at a time when I was feeling depressed and alone due to a breakup. She helped me get through it to some extent., Acknowledge it, that it exists and that it's okay to admit it, even anonymously."
173,False,More than 1000,False,True,Yes,Yes,I don't know,Yes,I don't know,Neither easy nor difficult,Physical health,No,False,No,False,True,8.0,5.0,,,,,,,,,True,False,Some did,I was aware of some,I don't know,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,True,7.0,3.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",Yes,True,Yes,Rarely,Sometimes,No,8,Maybe,No,False,,,5,Maybe/Not sure,Maybe/Not sure,2,37,Female,United States of America,District of Columbia,White,United States of America,Virginia,"I do not remember the specifics., I don't remember the conversation. , Put it on par with physical health. Have leaders talking about mental health openly. "
174,False,More than 1000,True,True,Yes,Yes,Yes,Yes,I don't know,Difficult,Physical health,Maybe,False,Maybe,True,True,10.0,5.0,,,,,,,,,True,False,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,0.0,0.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",Yes,True,Yes,Rarely,Often,No,3,No,No,True,False,,5,No,No,2,38,Female,United States of America,Texas,White,United States of America,Texas,"This is still a new discussion happening on our campuses so coworkers are interested in hearing about other people's journey but not necessarily ready to share their own., She shared that based on hearing my story she realized she needed to talk to someone because she thought she may be suffering from anxiety and depression., We need to keep having the conversation about mental wellness so that the stigma is removed and people will take time to take care of their mental health."
175,False,100-500,True,True,Yes,Yes,Yes,Yes,I don't know,Difficult,Same level of comfort for each,Maybe,True,Maybe,True,True,8.0,5.0,,,,,,,,,True,True,"Yes, they all did","Yes, I was aware of all of them",Some did,"Yes, they all did",I don't know,Same level of comfort for each,I don't know,True,At some of my previous employers,True,False,6.0,6.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Stress Response Syndromes, Anxiety Disorder (Generalized, Social, Phobia, etc), Substance Use Disorder, Eating Disorder (Anorexia, Bulimia, etc)",Yes,True,Yes,Rarely,Sometimes,Yes,10,Maybe,No,True,True,1.0,10,"Yes, I experienced","Yes, I experienced",1,51,F,United States of America,Florida,White,United States of America,Florida,"My supervisor was dumbfounded the first time he observed me during a (job-related) anxiety attack when I completely forgot how to do something simple and routine. He spent two hours asking me leading questions to help me solve my problem instead of gently reminding me. I thought I was going to cry. He said ""what can I do to help you"", made a few suggestions, faked empathy. And then fired me three months later after creating a performance plan that was impossible to complete successfully. , Me to my coworker: something about depression, anxiety, imposter syndrome, feeling inadequate, how it physically manifests itself daily. I feel like this job may kill me.
My coworker, back to me: Oh, yes. That happens to me too (anxiety/depression/imposter syndrome/feeling inadequate).
me back to coworker: Boss dishes out the stress, definitely. Can you imagine the insane amount of stress he's under? Does he ever sleep? , my coworker/good friend was describing how sad she was feeling after several traumatic events in rapid succession and bad turn of events at work. I finally said, ""This is my therapist's number, call her and ask about happy pills. I take them, they help me. I hope they help you too."", Explained to my boss that I had to pause in the middle of a late night deployment because I was physically ill with worry that the deploy was going to break in a spectactular manner and I wouldn't be able to quickly fix it. I had no idea at the time that this is anxiety. I'm sure my boss knew., Discussing imposter syndrome, feeling like you can't take a break, nothing gets done fast enough.
The response from my coworker was a lot of ""oh yea, me too""
, Anxiety had taken over, and I could not think straight. I couldn't remember all the extremely different things I needed to know cold for my new job. I had an anxiety attack in front of my boss. 

All this happened AFTER the company I worked for had their annual ""year start"" gathering in SFO. When it became apparent that I have anxiety, and it was interfering with my ability to complete tasks, my boss put me on a PIP that was impossible to achieve. I missed one task that was unclear the first week, and that was grounds enough for them to fire me. They paid me severance, offered me a ""soft landing"".

I now realize getting fired was probably a good thing.  However, at the time I made it clear I was not giving up and admitting defeat. The company I worked for, who champions mental health issues! No stigma! Open discussion! When I broke down and told my boss about my anxiety during a 1:1 and several questions had been posed (the answer to most was ""because of my anxiety""), he probably made the decision right there that he wasn't going to keep me because I was a pain to deal with. , Stop CRUSHING PEOPLE WITH RIDICULOUS DEADLINES! "
176,False,More than 1000,False,True,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Maybe,True,Maybe,True,True,10.0,8.0,,,,,,,,,True,True,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,10.0,6.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder, Anxiety Disorder (Generalized, Social, Phobia, etc)",Yes,True,Yes,Sometimes,Often,Yes,9,No,No,False,,,7,No,"Yes, I experienced",2,39,Male,United States of America,Virginia,White,United States of America,Virginia,"I have had to deal with my reaction to my wife's Bipolar/Suicidal Ideation, and had to take time off due to it inflaming my Anxiety and Depression. I received wonderful support., We've talked about our various problems, and people have been very accepting. But I am still somewhat careful. More and more as I get older I've stopped caring about the stigma, but I am worried about consequences. Lately, people have been very supportive., We had a group of friends with mental health issues that would commiserate and cover for one another., We had a group of people who acted as kinda of a support group., We had a nice little support group that we would check on each other., I think the high pressure drive in many orgs, like startups, do very poorly. Established companies in the Fortune 500 do better. Fortune 500 companies outside of Tech that have a big tech footprint do the best., In the 20 years or so I've spent in tech I have noticed an improvement. Startups are still bad, but the corporate world is very concerned due to burnout, productivity, and probably lawsuits."
177,False,More than 1000,False,True,Yes,No,I don't know,I don't know,I don't know,I don't know,Physical health,Yes,False,No,False,True,7.0,8.0,,,,,,,,,True,False,I don't know,N/A (was not aware),I don't know,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,5.0,Don't Know,,,,,No,False,No,Not applicable to me,Not applicable to me,No,4,Yes,Yes,False,,,6,No,No,3,22,Male,United States of America,Virginia,White,United States of America,Virginia,"Very high level with little details, more just about how it affected them at work, Stop pushing for insane deadlines and making people stress to extreme levels about everything they do. Push when it is needed, but be flexible. Plan for delays to be possible. Listen to the tech people and their reasonings. Let them find their pace and work to it."
178,False,More than 1000,True,True,Yes,Yes,I don't know,Yes,Yes,Very easy,Same level of comfort for each,No,True,Yes,True,True,7.0,5.0,,,,,,,,,True,True,Some did,"Yes, I was aware of all of them",None did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,At some of my previous employers,False,False,0.0,0.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Major Depressive Disorder",Yes,True,Yes,Rarely,Sometimes,Maybe,8,Maybe,Maybe,False,,,6,"Yes, I experienced","Yes, I experienced",3,26,Male,United States of America,Virginia,White,United States of America,Virginia,"I told my team lead that I was feeling overwhelmed. He told me to take the rest of the day off (and the next one if I wanted), and reminded me that we have mental health services available., We discuss the difficulties we've faced, especially regarding pressures around uninformed timelines and lack of support from dependent teams. Reactions are generally supportive, and usually the advice I get/give is to talk to your manager about the workload, raise issues that are impeding the work, and above all, breathe. Work/life balance is tough to achieve, and work and life are not inherently separate, but priorities and boundaries need to be set., I had a coworker confide in me that her manager was being unnecessarily overbearing and that the team wasn't sharing the workload equally. I suggested we get lunch outside of work, and there I asked if she was looking to move to a different team (I'm familiar with the team she was currently on). She has moved to a different team and says she is much more content., I went to a manager at a previous employer with a concern, and I was told it's all in my head and that I should just get over it., Include mental health services in employee benefits if they're not included already, and emphasize them if they are. On a team level, managers should be trained in recognizing and responding to mental health issues in direct reports, and assist them in maintaining a work/life balance. If the budget allows, team bonding events and other breaks are always welcome."
179,False,100-500,False,True,I don't know,No,No,No,No,Somewhat easy,Physical health,No,False,No,True,True,5.0,1.0,,,,,,,,,False,,,,,,,,,,,,,,,Possibly,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",,Possibly,False,Yes,Sometimes,Sometimes,Yes,5,No,No,False,,,3,"Yes, I observed",Maybe/Not sure,1,42,m,United States of America,Oklahoma,More than one of the above,United States of America,Oklahoma,
180,False,100-500,False,True,Not eligible for coverage / NA,No,Yes,No,I don't know,I don't know,Physical health,No,True,No,False,False,5.0,2.0,,,,,,,,,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,True,At some of my previous employers,False,False,2.0,0.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Dissociative Disorder, Stress Response Syndromes, Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder",Yes,True,No,Often,Often,,3,No,No,False,,,6,"Yes, I observed",No,1,49,male,United Kingdom,,,United Kingdom,,"Was signed off sick by doctor. Employer just wanted to know when I would be back at work., Threatened with job loss, Person was bullied into leaving, treat mental illness like physical illness, You've not asked about disabilities such as ASD"
181,False,More than 1000,True,True,Yes,No,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,False,Yes,True,True,8.0,8.0,,,,,,,,,True,True,Some did,I was aware of some,I don't know,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,8.0,6.0,No,,,,,No,False,Yes,Not applicable to me,Not applicable to me,No,10,Yes,Maybe,False,,,9,No,"Yes, I observed",3,48,Male,United Kingdom,,,United Kingdom,,"I wrote a blog about mental health and well-being while travelling, and shared it generally, leading to many responses. , I'm on a mailing list where people share their experiences quite frequently. , Dealing with stress and burnout. , A colleague was suffering from depression and we spent several occasions chatting as part of her support network., Talk more, more visibility at conferences. "
182,False,More than 1000,False,True,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Maybe,False,No,True,True,7.0,8.0,,,,,,,,,False,,,,,,,,,,,,,,,No,,,,,Yes,True,Yes,Often,Often,Maybe,9,Maybe,No,False,,,6,"Yes, I experienced","Yes, I observed",3,25,male,Germany,,,Germany,,"supporting, productive"
183,False,6-25,True,True,Not eligible for coverage / NA,,No,No,I don't know,Very easy,Physical health,Maybe,True,Maybe,True,True,4.0,8.0,,,,,,,,,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",True,"Yes, at all of my previous employers",True,True,5.0,10.0,Yes,Yes,,,"Attention Deficit Hyperactivity Disorder, Obsessive-Compulsive Disorder, Eating Disorder (Anorexia, Bulimia, etc)",Yes,True,I don't know,Sometimes,Often,No,7,Maybe,No,False,,,6,No,"Yes, I observed",5,31,Male,Israel,,,Israel,,"I have an ADHD as well as past with Eating Disorder (treated for about 8 years), they are aware of it, i made them aware of it because i know sometimes it can affect my work so they will know as well as how i cope with my ADHD with their help (work from home, isolated office, etc.)
All of my ex-employees were aware of it and all of them really accepted it with no problems at all., How ADHD affect me and my past with Eating Disorder and how i manage it those days, those conversations usually comes up around lunch breaks, to my surprise (or not), i wasn't the only one coping with it and also discovered that my ex-boss which i really admire has an ongoing disorder as well, that made me admire him even more., About undiagnosed depression, i felt that something going on and strarted a small chat which lead do it., Same as the one i have now, It's an ongoing conversations during lunch breaks mostly, when most of us gather together, it always surprise me how 90% of people cope with some sort of mental health disorders/issues., When one of my ex coworkers has been absent from work for about a month and then came for a visit at the office, like a different person (accompanied by his mother), we all had questions but no one asked him directly about it, we just talked between us, More awareness, it's a topic that never being discussed, we know it's there, everyone know, but nobody talks about it, at least not from the management perspective., You guys are awesome :)"
184,False,1-5,True,True,Yes,No,No,Yes,Yes,Neither easy nor difficult,Physical health,Maybe,False,Maybe,True,True,8.0,8.0,,,,,,,,,True,True,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,True,True,7.0,7.0,No,,,,,No,False,No,Not applicable to me,Not applicable to me,No,5,Maybe,No,False,,,4,"Yes, I observed","Yes, I observed",3,63,Male,United States of America,Georgia,White,United States of America,Georgia,"Coworkers were sympathetic when they heard about high stress, lack of sleep, etc. , Stress levels, drugs they took for mental health, and their current feelings about work and life., Stress and bad sleep; they were sympathetic and understanding., They described their ability to deal with what life threw at them in terms of work, family, relationships, and friends. This included details about living conditions and running out of money., I had a colleague with an alcohol problem that I did not recognize for a long time., Raise the issue and reality of the level of mental health problems and the availability of help and treatment., I am not qualified to identify mental health issues, yet I know they are real. I feel uncomfortable speaking to colleagues about their mental health because I am untrained in the best ways to be helpful."
185,False,More than 1000,True,True,No,No,No,No,I don't know,Difficult,Physical health,No,False,No,False,True,7.0,5.0,,,,,,,,,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,7.0,3.0,Don't Know,,,,,No,False,No,Not applicable to me,Not applicable to me,Maybe,8,Maybe,No,False,,,2,No,No,3,30,Female,Turkey,,,Turkey,,
186,False,100-500,True,True,I don't know,No,No,I don't know,I don't know,Very easy,Physical health,Maybe,False,Maybe,True,True,10.0,10.0,,,,,,,,,True,False,I don't know,N/A (was not aware),Some did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,True,At some of my previous employers,False,False,10.0,7.0,No,,,,,Yes,True,I don't know,Not applicable to me,Not applicable to me,No,10,Maybe,Maybe,False,,,10,No,"Yes, I experienced",3,34,male,Switzerland,,,Switzerland,,"we talked about what it does to us if we work too much. how we are affected when having a lot of stress, we talked about what it does to us if we work too much. how we are affected when having a lot of stress, i was diagnosed with a boreout. and when i told my empolyer he was very understandable and helpful. we figured out a plan which was good for both, i dont think it is an industry issue. it is a problem everywhere, honestly i dont think this survey is very good. a lot of questions are hypothetical and there are too many factors weighing in on giving an accurate answer. "
187,False,100-500,True,True,No,,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,True,Yes,True,True,6.0,3.0,,,,,,,,,True,False,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,True,At some of my previous employers,True,True,8.0,2.0,Possibly,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Personality Disorder (Borderline, Antisocial, Paranoid, etc), Obsessive-Compulsive Disorder, Anxiety Disorder (Generalized, Social, Phobia, etc)",,Possibly,True,Yes,Not applicable to me,Sometimes,Maybe,8,Maybe,No,False,,,5,"Yes, I experienced","Yes, I experienced",2,41,Male,Netherlands,,,Netherlands,,"I discussed having burnout in the past, but only after having a full time contract (I had a temporary contract before).

No specific follow-up actions., I discussed having burnout in the past.
No special reactions., Not much to say really, discussed about struggling with anxiety, stress or OCD., I discussed being burned-out.

Their reaction was not very supportive, I was once told I should not get myself sick because of work (I associate this for a form of survivor bias)., I discussed by burnout.

Their reaction was to realise that they lived through a similar things themselves in the past and somehow managed to fix things., When sharing details about my burnout, they shared details about similar things they experienced in the past, and this allowed them to realise that they themselves burned-out in the past (it was a blind-spot for them until then)., Telling me I should not get myself sick because of work (burnout).  I associate this to a form of survivor bias., Talk about stress in 1-on-1 conversation, especially for on-call people.

Stop bull-shit slogan ""fast moving startup and comfort does not go together""., Thanks for that great work."
188,False,More than 1000,False,True,No,No,No,Yes,No,Very easy,Physical health,Yes,True,Maybe,False,False,5.0,5.0,,,,,,,,,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"Yes, all of my previous supervisors",True,At some of my previous employers,False,False,5.0,5.0,Possibly,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Eating Disorder (Anorexia, Bulimia, etc)",,Possibly,True,Yes,Rarely,Rarely,No,7,No,No,False,,,7,"Yes, I experienced","Yes, I experienced",2,31,Male,Norway,,,Norway,,"we talked about depression, and that I went to counselling, and that I needed time of for that. And that was not a problem, and that I should let them know if there where something they could do to help., Talked about depression and counselling, and that I needed time off for that. That was not a problem for either of my previous employers., It's mostly in normal chats/talks, where people use words that can be hurtful or misused., Talk more about it, but it on the agenda."
189,False,More than 1000,False,True,I don't know,No,No,I don't know,I don't know,Very easy,Physical health,Yes,False,Maybe,True,True,6.0,4.0,,,,,,,,,True,True,Some did,I was aware of some,None did,None did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,False,"Yes, at all of my previous employers",False,False,6.0,6.0,No,,,,,No,False,Yes,Not applicable to me,Not applicable to me,No,8,Maybe,Maybe,False,,,5,Maybe/Not sure,"Yes, I experienced",3,29,Woman,Norway,,,Norway,,"I described having a tough time for the last months, struggling to sleep, relax and concentrate. Their reactions was supporting and understanding., They talked about their own mental health, going to their psychiatrist, burn out and how their recovery was going. "
190,False,More than 1000,False,True,Yes,No,No,Yes,I don't know,Somewhat easy,Physical health,No,False,No,False,True,6.0,4.0,,,,,,,,,True,True,Some did,I was aware of some,None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,3.0,Possibly,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",,Yes,True,Yes,Sometimes,Sometimes,Maybe,7,No,No,False,,,5,Maybe/Not sure,Maybe/Not sure,3,29,Male,United States of America,Maryland,White,United States of America,Maryland,
191,True,,,,,,,,,,,,,,,,,,True,"No, I don't know any","Yes, always",Positively,"Yes, always",Positively,Yes,1-25%,True,True,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always",Physical health,"Yes, all of my previous supervisors",True,"Yes, at all of my previous employers",True,True,9.0,9.0,Yes,Yes,,,"Stress Response Syndromes, Mood Disorder (Depression, Bipolar Disorder, etc), Psychotic Disorder (Schizophrenia, Schizoaffective, etc), Eating Disorder (Anorexia, Bulimia, etc)",Yes,True,Yes,Sometimes,Sometimes,Yes,8,Maybe,Maybe,True,True,7.0,6,"Yes, I experienced",Maybe/Not sure,3,44,rr,United States of America,Alabama,Black or African American,Botswana,,"ge, dh, rshth, cjhh, hjhjhhj, hjhv"
192,False,More than 1000,True,True,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Physical health,Maybe,False,Yes,False,False,6.0,3.0,,,,,,,,,True,True,Some did,I was aware of some,Some did,Some did,Sometimes,Same level of comfort for each,Some of my previous supervisors,False,At some of my previous employers,True,False,6.0,6.0,Possibly,,,"Substance Use Disorder, Mood Disorder (Depression, Bipolar Disorder, etc)",,No,False,No,Not applicable to me,Not applicable to me,Yes,6,Maybe,No,False,,,6,No,Maybe/Not sure,1,32,male,United States of America,New York,White,United States of America,New York,remove the stigma
193,False,More than 1000,False,True,I don't know,No,No,No,I don't know,Very easy,Physical health,Maybe,False,Maybe,False,True,7.0,6.0,,,,,,,,,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,6.0,5.0,No,,,,,Possibly,True,Yes,Not applicable to me,Not applicable to me,No,7,Yes,No,False,,,7,Maybe/Not sure,Maybe/Not sure,2,28,Male,Norway,,,Norway,,
194,False,More than 1000,False,True,Yes,Yes,I don't know,Yes,Yes,Neither easy nor difficult,Physical health,Maybe,False,Maybe,False,False,7.0,6.0,,,,,,,,,False,,,,,,,,,,,,,,,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",No,False,I don't know,Rarely,Rarely,No,5,No,No,False,,,7,Maybe/Not sure,Maybe/Not sure,4,36,Male,United States of America,Iowa,White,United States of America,Iowa,Awareness of insurance benefits and good policy around mental health communicated
