,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",comments
200,0,100-500,1.0,1.0,Yes,Yes,I don't know,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Maybe,0.0,Yes,0.0,1.0,7.0,6.0,,,,,,,,,1,1.0,I don't know,I was aware of some,Some did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,6.0,6.0,No,,Yes,1,No,Rarely,Not applicable to me,No,8,Maybe,No,0,,,8,No,"Yes, I observed",4,34,Male,United States of America,California,White,United States of America,California,,,,The discussion involved accommodating needs to support treatment of depression and anxiety.
201,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,0.0,No,0.0,0.0,4.0,3.0,,,,,,,,,1,0.0,I don't know,N/A (was not aware),I don't know,None did,I don't know,Same level of comfort for each,I don't know,0.0,"No, at none of my previous employers",0.0,0.0,2.0,0.0,No,,No,0,No,Not applicable to me,Not applicable to me,Maybe,4,No,No,0,,,3,No,No,2,28,Male,United States of America,Missouri,White,United States of America,Missouri,,,,less of a stigma
202,0,More than 1000,1.0,1.0,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Physical health,No,1.0,No,0.0,0.0,9.0,3.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,Some did,Sometimes,Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,10.0,0.0,Yes,Yes,Yes,1,Yes,Often,Often,,2,Maybe,No,1,1.0,0.0,1,"Yes, I experienced",No,2,49,M,United States of America,Pennsylvania,White,United States of America,Pennsylvania,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Personality Disorder (Borderline, Antisocial, Paranoid, etc)","I had to tell my manager that my psychiatrist was putting me on a three-month leave for severe depression and anxiety, so I could attend a partial hospitalization program. He was neutrally supportive but clearly uncomfortable with the topic., At a previous job at a startup, I attempted to inform both my manager and the CEO about my MH problems. The CEO told me not to worry about it because ""we're all family"" and ""your health is the most important thing."" The manager just stared at me. Two days after my conversation with the CEO, I was ""laid off"" and lost all medical and MH benefits., After a large layoff in 2002, a group of four of us on the same team were affected with MH problems. At least two of us, including myself, have suffered with severe clinical depression ever since then. I have been to PHP and looked into getting experimental ketamine therapy; my friend/coworker became suicidal and underwent six weeks of ECT., See above. We were a miniature support group for one another's MH issues., After I returned from my medical leave to attend PHP, I was shunned by pretty much every staff member at my site. No one would talk with me or even make eye contact with me. I needed support more than ever and my extended team isolated me, increasing the intensity of my symptoms., Acknowledge that MH issues are real and have a profound impact on tech workers who use their brains to work. Depression has blunted my memory to the point where I don't remember simple things (I have any number of Stack Overflow bookmarks). The treatments are often as bad as the diseases. My antianxiety medication makes me fuzzy and apathetic. My friend who had ECT suffered *severe* memory loss and was unable to do her job for several weeks even after she was medically discharged., I have been illegally fired from TWO tech jobs secondary to depression. In both cases, management was unwilling and/or unable to provide any support. I would have been much better off having had a stroke that took away half my brain function."
203,0,100-500,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,5.0,7.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,0.0,3.0,1.0,Yes,Yes,Yes,1,Yes,Rarely,Sometimes,No,8,No,No,1,0.0,,9,No,"Yes, I experienced",3,33,female,United States of America,Michigan,White,United States of America,Michigan,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Eating Disorder (Anorexia, Bulimia, etc)",
204,1,,,,,,,,,,,,,,,,,,1.0,"Yes, I know several","Sometimes, if it comes up",I'm not sure,"Sometimes, if it comes up",I'm not sure,Yes,76-100%,1,0.0,Some did,I was aware of some,None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,4.0,7.0,Yes,Yes,Yes,1,I don't know,Sometimes,Often,No,9,Maybe,Maybe,1,1.0,3.0,8,"Yes, I observed","Yes, I experienced",2,41,Cis Male,United States of America,California,White,United States of America,California,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","I revealed depression as context for a conflict and was given grace and freedom to do what I felt I needed to do to cope., Mental health conversations were a normal part of work chatter. Everyone tried to give space and consideration for each other., A former coworker and I had several conversations about depression and anxiety., Anxiety was mocked in a woman who needed support., Normalize treatment and suffering. Let people have space to deal with issues and do their best work. "
205,0,26-100,1.0,1.0,Yes,Yes,No,No,Yes,Very easy,Physical health,No,0.0,Maybe,1.0,0.0,5.0,7.0,,,,,,,,,1,0.0,"Yes, they all did","Yes, I was aware of all of them",None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,1.0,0.0,7.0,6.0,Possibly,,Yes,1,Yes,Sometimes,Often,No,5,Yes,No,0,,,7,Maybe/Not sure,"Yes, I observed",4,36,m,United States of America,Florida,White,United States of America,Florida,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",,"speaking about depression and bi-polar and medicines and effects, speaking of depression and stress, as well as adhd, it is more socially understood and acceptable in the tech / younger environment, no"
206,0,More than 1000,1.0,1.0,No,,No,Yes,No,Difficult,Same level of comfort for each,Maybe,1.0,Maybe,1.0,1.0,8.0,2.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,"Yes, at all of my previous employers",1.0,0.0,7.0,2.0,Yes,Yes,Yes,1,Yes,Rarely,Often,No,10,Maybe,No,1,1.0,2.0,8,"Yes, I observed","Yes, I experienced",2,37,Male,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder, Post-traumatic Stress Disorder","I discussed my diagnosed depression and anxiety with my manager; it was largely dismissed with little accommodation afforded during times of extreme distress. , I shared my experiences with others who shared the same. It was therapeutic. , We spoke about how work was impacting their mental state and it helped me understand and better relate and accommodate that individual. , I explained how stress and anxiety impacted me and they understood and were accommodating. , One of my similarly affected colleagues needed time off as he reached a breaking point. He was harangued for being needy and shuffled around to other groups instead of being given the time needed to heal. , Employers need to understand what mental illness is, that it shouldn’t be a stigmatized condition, and that there are ways to help those who suffer just like they’d help someone with the flu. "
207,0,6-25,1.0,1.0,I don't know,No,No,I don't know,I don't know,Difficult,Physical health,Maybe,0.0,Maybe,0.0,1.0,0.0,3.0,,,,,,,,,1,1.0,Some did,"No, I only became aware later",None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,"No, at none of my previous employers",0.0,1.0,0.0,0.0,Yes,Yes,Yes,1,Yes,Often,Often,Yes,7,Maybe,No,0,,,3,"Yes, I observed","Yes, I observed",2,39,Male,United States of America,Pennsylvania,White,United States of America,Pennsylvania,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Obsessive-Compulsive Disorder","Dealing with depression, stress, etc.  Desire to leave technology-focused employment due to those issues., Depression, stress and the desire to leave the technology field due to these issues., Difficult to explain in a limited capacity like this., Become more involved in the acknowledgement and support of these issues.  Training of leadership to know how to deal with different issues and even use them to the employee's advantage when possible is important.

And yes:  I do believe you can use things to an employee's advantage/advancement (such as hyper-focus)."
208,0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,No,0.0,Maybe,1.0,1.0,4.0,2.0,,,,,,,,,1,1.0,Some did,I was aware of some,Some did,"Yes, they all did",Sometimes,Same level of comfort for each,"Yes, all of my previous supervisors",1.0,"Yes, at all of my previous employers",1.0,1.0,6.0,6.0,Possibly,,Possibly,1,Yes,Sometimes,Often,Maybe,5,No,No,0,,,6,"Yes, I observed","Yes, I observed",2,49,Female (cisgender),United States of America,Virginia,White,United States of America,Virginia,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Stress Response Syndromes",,"At a previous job, I was able to talk about anxiety and depression and the counselling and meds I got for them., The stress of his job made a coworker tear up while on a video chat, prompting a heartfelt discussion about his depression and uncertainty. Our CPO (Chief People Officer) has been talking with him, but I don't know what (if anything) has happened as a result., I mentioned earlier in this survey that I spoke with a supervisor and coworkers about anxiety and depression that I was experiencing (some of which directly related to work stress), and the counselling and medication I received as part of the treatment plan., Same as above., We had an employee at my previous employer who dealt with episodic depression, and we created a work plan together with him to help make work manageable for him., I've seen managers treat employees with more prejudice about the intent or cause of an employee's actions, thinking less of them. , I think that the tech industry overworks employees, and because of the intellect required to do some of this knowledge work, they assume that mental health issues are in direct opposition to that work. People work long hours without much consideration for their well being."
209,0,100-500,1.0,1.0,I don't know,No,Yes,Yes,I don't know,I don't know,Physical health,Yes,0.0,Maybe,0.0,0.0,7.0,7.0,,,,,,,,,0,,,,,,,,,,,,,,,No,,No,0,No,Not applicable to me,Not applicable to me,,8,No,No,0,,,5,No,Maybe/Not sure,3,33,Male,United States of America,Michigan,White,United States of America,Michigan,,,,Discuss mental health more openly.
210,0,6-25,1.0,1.0,Not eligible for coverage / NA,,No,No,I don't know,Somewhat easy,Physical health,Maybe,0.0,Maybe,0.0,0.0,6.0,5.0,,,,,,,,,1,1.0,Some did,"Yes, I was aware of all of them",Some did,None did,Sometimes,Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,5.0,2.0,Possibly,,Yes,1,Yes,Sometimes,Often,No,6,No,No,0,,,6,Maybe/Not sure,"Yes, I observed",2,29,,United Kingdom,,,United Kingdom,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Personality Disorder (Borderline, Antisocial, Paranoid, etc)",,
211,1,,,,,,,,,,,,,,,,,,1.0,"Yes, I know several",Not applicable to me,I'm not sure,Not applicable to me,Not applicable to me,Unsure,,1,1.0,Some did,"No, I only became aware later",None did,None did,I don't know,Physical health,Some of my previous supervisors,1.0,"Yes, at all of my previous employers",1.0,1.0,7.0,5.0,Don't Know,,Possibly,0,No,Not applicable to me,Sometimes,,8,Maybe,Maybe,0,,,5,No,Maybe/Not sure,3,34,M,United States of America,Illinois,White,United States of America,Illinois,,,,"Once I quit a job because of stress and relationship strain, having that conversation was pretty easy with the manager and not so easy with the CEO. Another company, during a divorce with my first wife, I became quite depressed and it was starting to impact my performance, attendance, etc. The manager of that company sat me down and asked how he could personally help., I frequently try to express my levels of stress or anxiety without being negative. Also, I'd like others to know if I'm not feeling well mentally so that we don't run into a situation where one of us is causing a problem to the other., I've found out from coworkers that they struggle with depression for years while we worked together and I never knew about it. Crazy how well the tech/professional world hides this stuff., Be more open about it, first and foremost. The technology field is super emotionally disconnected. Which is interesting, because I imagine there's a fair amount of autism genetics floating around in the field—which are known for less emotional response. More talks at conferences, more awareness campaigns and things of this nature will help a lot with the emotional wellness of the industry and, since the industry has such an impact on modern life, the emotional wellness of a lot of walks of life. , I think it may be good to speak to wellness in terms of addiction as well. I've known quite a few folks in the industry with addition issues—be them drugs, overworking or social media. Which is interesting because those are the people introducing addicting features of software to the rest of society."
212,0,100-500,1.0,1.0,I don't know,No,Yes,I don't know,I don't know,Very easy,Mental health,Yes,1.0,Yes,1.0,1.0,5.0,8.0,,,,,,,,,1,1.0,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,7.0,4.0,Possibly,,Don't Know,1,No,Sometimes,Not applicable to me,No,5,Maybe,Maybe,0,,,10,"Yes, I observed","Yes, I experienced",4,29,Male,United Kingdom,,,United Kingdom,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",,
213,0,26-100,1.0,1.0,Yes,No,No,No,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,0.0,0.0,3.0,4.0,,,,,,,,,1,0.0,Some did,I was aware of some,Some did,Some did,No,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,7.0,4.0,Don't Know,,Yes,0,No,Not applicable to me,Not applicable to me,,4,Maybe,No,0,,,7,No,No,3,25,Male,United States of America,Nebraska,White,United States of America,Nebraska,,,,
214,0,100-500,0.0,1.0,I don't know,No,No,I don't know,I don't know,Difficult,Physical health,No,0.0,No,0.0,0.0,2.0,1.0,,,,,,,,,1,0.0,Some did,"No, I only became aware later",None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,1.0,0.0,5.0,3.0,Yes,Yes,Yes,1,I don't know,Sometimes,Sometimes,,8,Maybe,No,0,,,1,"Yes, I experienced","Yes, I observed",2,35,Male,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder","Hostility, bullying, High stress cultures and burnout can exacerbate mental health symptoms in those prone to them. Treating employees like people, not machines, helps. Flexibility and open mindedness help.

As tech has become more mainstream, tech jobs have become less friendly to people with quirks and eccentricities., Autism spectrum conditions are common in tech, so this should be a category to choose from."
215,1,,,,,,,,,,,,,,,,,,1.0,I know some,Not applicable to me,,Not applicable to me,Not applicable to me,Unsure,,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,"Yes, at all of my previous employers",0.0,1.0,4.0,4.0,No,,No,0,No,Not applicable to me,Not applicable to me,No,8,Maybe,Maybe,0,,,5,Maybe/Not sure,Maybe/Not sure,3,32,Male,United States of America,Nebraska,White,United States of America,Nebraska,,,,"Depression management techniques, recent low points., Magically make everyone more empathetic"
216,0,6-25,1.0,1.0,Yes,Yes,No,Yes,I don't know,I don't know,Same level of comfort for each,Yes,0.0,Yes,0.0,0.0,10.0,10.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",0.0,"Yes, at all of my previous employers",0.0,0.0,5.0,5.0,Yes,Yes,Yes,1,Yes,Rarely,Often,No,10,Maybe,No,1,0.0,,5,"Yes, I experienced","Yes, I observed",4,21,Male,United States of America,Missouri,White,United States of America,Missouri,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Eating Disorder (Anorexia, Bulimia, etc)","Previous job worked me for 60+ days in a row until I had a mental breakdown to which I got told to ""suck it up and deal with it"" or else I would be fired., Offer more mental health care and make sure employees are okay., Not at the moment, no."
217,0,6-25,1.0,1.0,Yes,No,No,No,Yes,Very easy,Same level of comfort for each,Yes,0.0,Yes,0.0,0.0,0.0,0.0,,,,,,,,,1,0.0,Some did,I was aware of some,Some did,Some did,"Yes, always",Same level of comfort for each,"No, none of my previous supervisors",0.0,At some of my previous employers,0.0,1.0,5.0,5.0,No,,No,1,No,Not applicable to me,Not applicable to me,No,10,No,No,0,,,10,No,Maybe/Not sure,5,43,M,United States of America,Nebraska,White,United States of America,New York,,,,"I was their manager. They asked me to lunch, were very upset, I tried to be supportive, as did the company., I haven't worked anywhere with good management that could improve on this specific issue."
218,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,5.0,5.0,,,,,,,,,0,,,,,,,,,,,,,,,Yes,Yes,Yes,1,Yes,Rarely,Often,No,8,Maybe,Maybe,1,1.0,4.0,7,Maybe/Not sure,"Yes, I experienced",2,31,Female,United States of America,Washington,White,United States of America,Washington,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Eating Disorder (Anorexia, Bulimia, etc), Attention Deficit Hyperactivity Disorder","I have had many, including needing to take leave. They were supportive and my leave was approved., I am very open about my mental health and often discuss it on facebook or at lunch. Most people are pretty receptive., They have opened up to me after I opened up., Be more flexible with time-off, be more open to talking about it."
219,0,26-100,1.0,1.0,I don't know,No,Yes,Yes,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,1.0,0.0,6.0,5.0,,,,,,,,,1,0.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,5.0,3.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,No,8,No,No,0,,,4,"Yes, I observed",Maybe/Not sure,2,27,Cis-Female,United States of America,Nebraska,White,United States of America,Nebraska,,,Attention Deficit Hyperactivity Disorder,"I've discussed having ADHD with several co-workers, most of them responded positively or were surprised., I discussed my ADHD with two other co-workers, one who was suffering from depression and another who also had ADHD., Other co-workers would talk to me about their mental health issues. I also experienced people speculating about another employee's mental health when there were visible signs they were not doing well., At previous employers, there was a general disregard for employee mental wellbeing via unreasonable deadlines and workloads, which  produced situations that encouraged burnout, frustration, stress, etc. This was especially hard on several co-workers who had existing mental health issues and worsened their symptoms., I think a lot of the tech industry pushes people towards burnout by encouraging people to be constantly working, both at work and outside of work. There's a general idea that making things at work isn't enough, that your job should also be your hobby outside of work. I think this is unhealthy and people should have different outlets and interests they're pursing in their free time. We don't expect people who do sales to be selling outside of work, why expect people who code for a living to also be coding outside of work?"
220,0,6-25,1.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Same level of comfort for each,No,0.0,No,0.0,1.0,0.0,0.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them",None did,None did,"Yes, always",Same level of comfort for each,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,0.0,0.0,Yes,Yes,Yes,1,I don't know,Rarely,Often,No,0,Maybe,No,0,,,5,No,No,5,23,Man,United States of America,Nebraska,White,United States of America,Nebraska,,,"Eating Disorder (Anorexia, Bulimia, etc), Personality Disorder (Borderline, Antisocial, Paranoid, etc), Obsessive-Compulsive Disorder","A coworker mentioned that he had been seeing a therapist for several years to help with an anxiety disorder and felt that he was in a much better place now than when he had started., For my issue, all that I want is privacy, and I feel that every employer for which I've worked meets that requirement."
221,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,No,1.0,No,0.0,0.0,5.0,3.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,1.0,6.0,0.0,No,,No,1,Yes,Not applicable to me,Not applicable to me,Yes,5,No,No,0,,,4,Maybe/Not sure,Maybe/Not sure,3,28,male,United States of America,Nebraska,White,United States of America,Nebraska,,,,"The conversation was with a professional employee counselor, as part of the employee assistance program program. They were very professional and provided professional level advice., Worry about another worker's mental health, Provide free professional services, My dad worked as a programmer when I was very very young. When I was about 4 years old, he was diagnosed with Manic Depression and Bi-Polar disorder. His job would not tolerate it or work with him and ended up going on total social security disability and quitting his job. This put our family in deep poverty. Not sure why I'm sharing this, except that I hope others don't have to go through the same thing."
222,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Physical health,No,0.0,No,0.0,0.0,5.0,3.0,,,,,,,,,1,0.0,Some did,I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,1.0,4.0,2.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,Yes,7,No,No,0,,,3,"Yes, I observed","Yes, I observed",2,37,Female,United States of America,Nebraska,More than one of the above,United States of America,Nebraska,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Attention Deficit Hyperactivity Disorder","A few people have mentioned having anxiety problems or ADD.  Very rarely anything else., Primarily people act very supportive to the person's face but make it difficult for them to take time off, criticize the person's work quality, and leave that person out of group activities after., Better support/training for people so that everybody isn't expected to perform at 1000% 24/7 in a way that is particularly unsustainable with mental health issues., I am more worried about being treated as inherently fragile or unreliable due to my mental health condition than I am that I would be fired.  I can't afford that to happen to my career."
223,0,6-25,1.0,1.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,Physical health,Maybe,0.0,Yes,0.0,0.0,5.0,5.0,,,,,,,,,0,,,,,,,,,,,,,,,No,,No,0,No,Not applicable to me,Not applicable to me,,6,Maybe,Maybe,0,,,9,No,No,3,30,male,United States of America,Kansas,White,United States of America,Kansas,,,,more resources. especially as a large amount work from home
224,0,6-25,1.0,1.0,Yes,Yes,No,Yes,I don't know,I don't know,Physical health,No,0.0,No,0.0,0.0,1.0,3.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them",None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,"Yes, at all of my previous employers",1.0,1.0,0.0,0.0,No,,No,0,No,Not applicable to me,Not applicable to me,Yes,4,No,No,0,,,3,No,No,1,30,M,United States of America,Nebraska,White,United States of America,Nebraska,,,,"One coworker suggested from my behavior that I might have undiagnosed OCD and that I should consider talking to a professional., Coworker described his counselor and the effect she was having on his health., Not sure. This is a problem with broader societal forces in my opinion."
225,0,100-500,1.0,1.0,Yes,No,No,No,I don't know,Somewhat difficult,Physical health,Maybe,1.0,Maybe,1.0,1.0,6.0,2.0,,,,,,,,,1,1.0,"Yes, they all did",I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,1.0,"Yes, at all of my previous employers",1.0,1.0,5.0,0.0,Yes,Yes,Yes,1,I don't know,Often,Often,No,10,Maybe,No,1,1.0,3.0,4,"Yes, I experienced",No,1,30,Cisgendered woman,United States of America,Washington,White,United States of America,California,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder, Dissociative Disorder","I've had this discussion a ton of times. Most recently, we had a conversation where they told me I wasn't performing well enough and they were considering putting me on a PIP - after I'd told them I struggle with anxiety. Prior to that, I'd had a conversation with my manager where he was applying heavy pressure for a deadline and I tried to explain that high pressure escalates my anxiety makes me freeze and become less productive. He told me he likes pressure and maybe I didn't belong in that workplace., I try to be pretty open about my mental health with my coworkers, so this has happened a bunch. Often, I try to explain that the way daily checkin meetings are run is anxiety-provoking and decreases my productivity. Some are more understanding than others. My perception of the ""typical"" reaction is that they tell me I should go take a walk, or watch cute cat videos, or other armchair advice that really isn't sufficient for significant GAD/severe depression. That feels frustrating., Usually I start the conversation about my mental health. And then people will sometimes disclose their own struggles with anxiety or depression or other mental health concerns., Stop glorifying high-anxiety positions and portraying ""crunch-time"" as an industry norm. Alternately, make it possible to search for jobs that are sensitive/understanding around mental health concerns and don't raise anxiety as a standard management technique."
226,1,,,,,,,,,,,,,,,,,,1.0,"No, I don't know any","No, because it would impact me negatively",I'm not sure,"No, because it would impact me negatively",I'm not sure,Yes,1-25%,1,1.0,Some did,"Yes, I was aware of all of them",Some did,Some did,"Yes, always",Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",1.0,0.0,8.0,5.0,Possibly,,Yes,1,I don't know,Sometimes,Often,,4,Maybe,No,0,,,1,Maybe/Not sure,No,2,32,F,United States of America,Missouri,White,United States of America,Missouri,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",,"Just mentioned the stress and anxiety I was experiencing., Work towards removing the stigma and focus on mental/emotiona/physical health. Often the industry values you as a productive worker, not a complete, holistic, and healthy individual., Especially as a women, I worry about being perceived as emotional/hysterical/dramatic when it comes to what I divulge to my mostly male coworkers and employers."
227,0,More than 1000,0.0,1.0,No,No,No,I don't know,I don't know,Difficult,Same level of comfort for each,No,0.0,No,0.0,0.0,1.0,0.0,,,,,,,,,1,1.0,Some did,I was aware of some,Some did,Some did,"Yes, always",Same level of comfort for each,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,0.0,0.0,Yes,Yes,Yes,1,Yes,Often,Often,Yes,8,No,No,0,,,0,"Yes, I experienced",No,1,35,M,United States of America,Nebraska,White,United States of America,Nebraska,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Attention Deficit Hyperactivity Disorder","I know an employee who was fired over behavior related to autism spectrum disorder, and employee who was fired due to diabetic-induced memory loss, and I was personally bullied for ADHD-related behavior at work., I'm not sure there is a solution in a context where profits dictate decision making - ie capitalism., There has been covert and open discrimination against employees with personality disorders and mental health issues everywhere I have worked, because there very little is done to pursue civil compensation for workers who are targets of mental health-based discrimination. Any type of disability is a severe liability in this industry, so the majority of sufferers actively work to keep their situations secret."
