,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced a supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",comments
450,0,More than 1000,0.0,1.0,Yes,No,I don't know,Yes,I don't know,Neither easy nor difficult,Physical health,Maybe,0.0,Maybe,0.0,0.0,2.0,2.0,,,,,,,,,0,,,,,,,,,,,,,,,No,,No,0,No,Not applicable to me,Not applicable to me,No,3,No,No,0.0,,,4.0,Maybe/Not sure,No,2.0,38.0,male,United States of America,Kansas,White,United States of America,Kansas,,,,
451,0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,Maybe,0.0,Maybe,0.0,0.0,8.0,8.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,No,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,6.0,4.0,Don't Know,,Don't Know,0,No,Not applicable to me,Not applicable to me,,4,No,No,0.0,,,4.0,No,No,2.0,29.0,Male,Canada,,,Canada,,,,,
452,0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,6.0,6.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,8.0,5.0,Yes,Yes,Yes,1,I don't know,Sometimes,Often,Maybe,10,Yes,Yes,0.0,,,7.0,No,"Yes, I experienced",3.0,37.0,Male,United States of America,Missouri,White,United States of America,California,,,"Mood Disorder (Depression, Bipolar Disorder, etc)","When I was diagnosed with depression, I mentioned it to my manager and to a few close coworkers. Reactions were positive. I'm now preparing for a longer leave of absence to cope with burn-out and they've been ""semi-helpful"" in the sense that we don't have a MH specific policy, but they're doing whatever they can to make that fit within our more generic disability leave policy., As indicated previously — I mentioned that had been diagnosed depression and treated for it. Reactions were positive and supportive., A few coworkers opened up to me about their own depression or other MH issues when I mentioned mine., Bigger organizations might be able to self-insure and provide better benefits. Smaller ones have to rely on health insurance programs. Overall, it's also hard to find good MH providers."
453,1,,,,,,,,,,,,,,,,,,0.0,"Yes, I know several","No, because it doesn't matter",I'm not sure,"Sometimes, if it comes up",I'm not sure,Yes,26-50%,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,9.0,0.0,Yes,Yes,Don't Know,1,No,Sometimes,Often,,0,Yes,No,0.0,,,7.0,I've always been self-employed,I've always been self-employed,1.0,39.0,M,India,,,India,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",
454,0,100-500,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Maybe,1.0,Yes,1.0,1.0,8.0,8.0,,,,,,,,,1,0.0,Some did,I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,5.0,3.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,No,5,Maybe,No,1.0,0.0,,8.0,"Yes, I observed","Yes, I experienced",2.0,29.0,Female,United States of America,Michigan,White,United States of America,Michigan,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Stress Response Syndromes",
455,1,,,,,,,,,,,,,,,,,,0.0,"No, I don't know any","Sometimes, if it comes up",No change,"Sometimes, if it comes up",No change,Yes,26-50%,1,0.0,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,0.0,6.0,0.0,Yes,Yes,Yes,1,Yes,Sometimes,Sometimes,Maybe,3,Maybe,No,0.0,,,2.0,"Yes, I observed",No,2.0,57.0,f,Canada,,,Canada,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)","Treated differently to others, You asked if I had sought treatment. Yes but not rec'd as not affordable and no coverage for such."
456,0,6-25,1.0,1.0,Not eligible for coverage / NA,,I don't know,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Yes,1.0,0.0,8.0,8.0,,,,,,,,,1,0.0,"Yes, they all did","Yes, I was aware of all of them",Some did,None did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",1.0,"Yes, at all of my previous employers",1.0,1.0,7.0,7.0,Yes,Yes,Yes,1,Yes,Rarely,Often,No,10,Maybe,No,0.0,,,6.0,Maybe/Not sure,"Yes, I experienced",4.0,27.0,Female,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",Told a coworker that I go to therapy every week and she sympathized
457,0,More than 1000,0.0,1.0,I don't know,No,No,No,I don't know,I don't know,Same level of comfort for each,Yes,0.0,Yes,0.0,0.0,7.0,5.0,,,,,,,,,1,0.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,I don't know,0.0,At some of my previous employers,0.0,0.0,3.0,3.0,No,,No,0,No,Not applicable to me,Not applicable to me,,7,Maybe,Maybe,0.0,,,5.0,No,No,3.0,38.0,Female,United States of America,Illinois,White,United States of America,Illinois,,,,I don't know
458,1,,,,,,,,,,,,,,,,,,1.0,"Yes, I know several","No, because it would impact me negatively",I'm not sure,"No, because it would impact me negatively",I'm not sure,Unsure,,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Mental health,"No, none of my previous supervisors",0.0,At some of my previous employers,0.0,1.0,7.0,5.0,No,,Yes,1,I don't know,Not applicable to me,Not applicable to me,Yes,7,Maybe,No,0.0,,,4.0,"Yes, I observed",Maybe/Not sure,1.0,39.0,male,France,,,France,,,,,"usual self issues - work is hard , no care, more communication - I would say basically the whole system is not ""human"" enough ; why would you expect the tek industry to be different ?"
459,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,0.0,1.0,9.0,9.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,6.0,3.0,Yes,Yes,Yes,1,Yes,Rarely,Often,No,7,Maybe,Maybe,1.0,0.0,,9.0,No,"Yes, I experienced",4.0,29.0,Male,Switzerland,,,Switzerland,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","I discussed how my depression might affect my performance and they told me to focus on getting better without worrying about performance, My mentee told me about suffering from PTSD. I pointed out the available resources and expensed some noise cancelling headphones (noise was a problem to them)., Openness about the issues, killing the start-up culture of overworking with fire"
460,0,100-500,0.0,1.0,No,,No,No,No,Somewhat difficult,Physical health,No,0.0,No,0.0,0.0,5.0,0.0,,,,,,,,,1,1.0,"No, none did",N/A (was not aware),None did,None did,No,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,5.0,0.0,Yes,Yes,Yes,1,Yes,Rarely,Sometimes,No,3,No,No,0.0,,,2.0,Maybe/Not sure,No,1.0,24.0,Male,United Kingdom,,,United Kingdom,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",
461,0,26-100,1.0,1.0,No,No,Yes,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,10.0,8.0,,,,,,,,,1,1.0,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,8.0,6.0,Yes,Yes,Yes,1,Yes,Not applicable to me,Often,Maybe,10,Yes,Yes,1.0,1.0,3.0,6.0,"Yes, I experienced","Yes, I experienced",2.0,30.0,female,United Kingdom,,,United Kingdom,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Obsessive-Compulsive Disorder","During my interview I told the CEO about my anxiety and depression, and he said he appreciated my candour and also they still hired me, We often discuss mental health at work as mental wellness is very important to me. These conversations are meant to be a normal everyday part of work, see above, these conversations happen on a near daily basis, I have been brought up on performance review for mental health related absence. I was told to keep my job I had to go to therapy. I was sidelined and removed from a position after having a breakdown and being absent for 2 weeks., hold it in the same regard as physical health. Don't discriminate against those with mental health. Encourage sharing of mental health status amongst teams. Don't fire people for not being mentally well"
462,0,500-1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Maybe,0.0,Maybe,0.0,0.0,8.0,8.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,No,Same level of comfort for each,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,0.0,0.0,Possibly,,Don't Know,0,I don't know,Not applicable to me,Not applicable to me,Maybe,7,Maybe,Maybe,0.0,,,8.0,"Yes, I observed","Yes, I observed",4.0,32.0,Male,United States of America,California,White,United States of America,California,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,"Anonymity was not respected., More resources and third-party expert help."
463,0,100-500,1.0,1.0,Yes,Yes,Yes,I don't know,Yes,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,7.0,7.0,,,,,,,,,1,1.0,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,8.0,7.0,Yes,Yes,Possibly,1,Yes,Rarely,Sometimes,No,10,Maybe,Maybe,1.0,0.0,,5.0,No,"Yes, I experienced",3.0,37.0,M,United States of America,Minnesota,White,United States of America,Minnesota,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","General diagnosis, some requested coping strategies (no sudden meetings w/o agendas, etc). They were very supportive, had their own issues to share in a limited way, Basically admitting in team and/or individual chat to taking medication/therapy for mental health issues. reaction was neutral and/or positive, Basically admitting to same/similar issues. General positivity/openness without specifics, Depends on the supervisor. Some were open/positive, some were ambivalent, some actively shut down conversation over legal fears (that was weird), Admitted issues to select coworkers, essentially got reciprocity, Not my place to say :), It's getting better, but too much hinges on speed (to market, capital burn, etc...) to care that much about employee mental health, at least in SV startups. Outside the valley things are a little less frantic, Leave SV, you'll be happier :)"
464,0,6-25,1.0,1.0,No,No,No,No,I don't know,Somewhat easy,Physical health,No,0.0,Maybe,0.0,0.0,8.0,2.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,I don't know,0.0,"No, at none of my previous employers",0.0,0.0,8.0,2.0,No,,Don't Know,0,No,Not applicable to me,Not applicable to me,,0,No,No,0.0,,,5.0,No,Maybe/Not sure,1.0,34.0,male,New Zealand,,,New Zealand,,,,,
465,0,100-500,1.0,0.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,7.0,10.0,,,,,,,,,1,0.0,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",0.0,"Yes, at all of my previous employers",0.0,0.0,7.0,7.0,No,,No,1,Yes,Not applicable to me,Not applicable to me,No,10,Yes,Yes,0.0,,,9.0,No,"Yes, I observed",5.0,52.0,m,United States of America,Illinois,White,United States of America,Illinois,,,,"Empathy & accomidation, Empathy & caring, Understanding & caring, No view, No"
466,0,100-500,0.0,1.0,Yes,Yes,No,I don't know,I don't know,Difficult,Physical health,No,0.0,No,0.0,0.0,8.0,0.0,,,,,,,,,1,0.0,Some did,I was aware of some,None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,0.0,0.0,Yes,Yes,Possibly,0,Yes,Sometimes,Often,,0,No,No,0.0,,,5.0,No,No,1.0,36.0,Male,United States of America,Pennsylvania,White,United States of America,Pennsylvania,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Like the rest of the US, the industry treats mental health like a joke. We're supposed to work 80 hours, down coffee and sleep pills, and not be ""brilliant jerks"" or ""lazy"". Man, it's almost like we shouldn't be exempt employees., I think you should look into takethis.org and work on joining with them. There's a large overlap of geeks and techies."
467,0,100-500,0.0,1.0,Yes,No,No,I don't know,Yes,Neither easy nor difficult,Physical health,No,1.0,Maybe,1.0,0.0,5.0,5.0,,,,,,,,,1,1.0,"No, none did","No, I only became aware later",None did,None did,I don't know,Physical health,Some of my previous supervisors,1.0,"No, at none of my previous employers",0.0,1.0,8.0,0.0,Yes,Yes,Yes,1,No,Sometimes,Often,No,10,Maybe,Yes,0.0,,,8.0,"Yes, I experienced","Yes, I experienced",2.0,52.0,Male,United States of America,North Carolina,White,United States of America,North Carolina,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder","I told them during my interview stage that I was a disabled veteran with a VA rating of 50% for PTSD/Depression/Anxiety. They asked if I needed special considerations, to which I replied ""Not now, but we'll need to leave that option open."" They were OK with that. I've been there for two years as of this week. It's not come up since., I'm open about my disability, but I don't casually discuss it. If someone asks, I'll answer their questions openly and honestly, especially if my experience can help them., I've been fired from two companies after disclosing that I suffer with PTSD and its related symptoms such as depression and anxiety. I asked for help. They helped me to the door., Most of the discussions involved ignorant people speculating and gossiping that a coworker had mental health issues. , I disclosed my condition and was fired two weeks later. This happened at two previous employers., Educate and inform the workforce. Place the importance of mental health equal to physical health."
468,0,100-500,1.0,0.0,Yes,Yes,No,No,Yes,Very easy,Physical health,Maybe,1.0,Yes,1.0,1.0,10.0,10.0,,,,,,,,,1,1.0,"Yes, they all did",N/A (was not aware),None did,None did,"Yes, always",Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",1.0,1.0,0.0,0.0,No,,No,0,No,Not applicable to me,Not applicable to me,Maybe,0,Yes,No,0.0,,,6.0,No,"Yes, I observed",1.0,49.0,Female,United States of America,Michigan,Asian,United States of America,Michigan,,,,"Discussed therapy to deal with brain surgery recovery. He said do what I need to do and take the time to do it., Discussed triggers for depression and anxiety., They openly discussed their struggle with depression via email., Discussed our mutual depressed state as a result of working at that company., We unintentionally saw each other at my therapists office and she felt compelled to explain herself the day after!, Encourage awareness and discourage stigma - this should come from upper management. This should be done by setting examples somehow - people need to see it happening. "
469,0,More than 1000,1.0,1.0,Yes,Yes,I don't know,Yes,I don't know,I don't know,Physical health,Maybe,1.0,Maybe,0.0,0.0,10.0,6.0,,,,,,,,,1,1.0,Some did,"Yes, I was aware of all of them",I don't know,"Yes, they all did",I don't know,Physical health,Some of my previous supervisors,1.0,"No, at none of my previous employers",0.0,0.0,6.0,2.0,Yes,Yes,Yes,1,I don't know,Sometimes,Often,,10,Maybe,No,0.0,,,4.0,"Yes, I observed",No,2.0,30.0,male,United States of America,California,White,United States of America,California,,,Attention Deficit Hyperactivity Disorder,"I told them how my ADD affected my work, the challenges it presented, the things I'm working on to cope better., I told them how my ADD affected my work, the challenges it presented, the things I'm working on to cope better., Even when we have access to services, and even when we know we have that access, our industry and the companies I've worked for, don't make it clear that it's OK to talk about this stuff or ask for help and accommodation., My hesitance to talk mental health at work, or seek accommodation, isn't because I think my think my coworkers and supervisor will react poorly. It's because I have no idea how they'll react. "
470,0,6-25,1.0,1.0,Not eligible for coverage / NA,No,No,No,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,0.0,5.0,6.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",1.0,At some of my previous employers,1.0,0.0,4.0,4.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,No,10,Maybe,Maybe,1.0,0.0,,6.0,No,"Yes, I experienced",4.0,41.0,male,Australia,,,Australia,,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Autism",
471,0,More than 1000,0.0,1.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Yes,1.0,0.0,9.0,7.0,,,,,,,,,1,1.0,Some did,"Yes, I was aware of all of them",None did,Some did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",1.0,"Yes, at all of my previous employers",1.0,0.0,9.0,7.0,Possibly,,No,0,Yes,Rarely,Sometimes,No,10,No,No,0.0,,,10.0,Maybe/Not sure,Maybe/Not sure,3.0,29.0,Male,United States of America,New York,,United States of America,New York,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Dissociative Disorder",,"Spoke around how working very late and pushing our minds to the limit could lead to mental health issues., I had an anxiety attack at work, and needed to explain that these could happen infrequently. They were concerned that I could complete my daily duties, and asked if I needed to take time at home. They were also mindful of how I performed at work., I explained to them the first few anxiety attack incidents I had, and how they affected my ability to function at work while recovering. They noted that going through that experience would be difficult, and were encouraging me to stay positive., We should encourage employees to have days to recover mentally when necessary, and to have manageable hours of work, 8 or less a day.

And discourage weekend working., Nothing else., Hispanic, White"
472,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Very easy,Physical health,No,0.0,No,0.0,0.0,7.0,10.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,Sometimes,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,8.0,10.0,Yes,Yes,No,1,No,Sometimes,Often,Yes,10,No,No,0.0,,,0.0,"Yes, I observed",No,1.0,37.0,,United States of America,Maryland,I prefer not to answer,United States of America,District of Columbia,,,Post-traumatic Stress Disorder,Remove the stigma
473,0,100-500,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Maybe,1.0,Yes,1.0,1.0,8.0,8.0,,,,,,,,,1,0.0,"Yes, they all did",I was aware of some,Some did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,0.0,0.0,5.0,3.0,Yes,Yes,Possibly,1,Yes,Sometimes,Often,Maybe,7,Maybe,Maybe,1.0,0.0,,8.0,No,"Yes, I experienced",3.0,29.0,Female,United States of America,Michigan,White,United States of America,Michigan,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Attention Deficit Hyperactivity Disorder","I told my employer about my trouble focusing and my diagnosis of anxiety and ADD. He was very understanding, and did not press the issue allowing me to open up as much so wanted. He really made me feel comfortable talking with him. , I have talked to multiple co-workers about my struggles with anxiety and ADD. Their reactions varied from ""me too"" and them sharing their experiences to just general empathy. While I haven't told all of my co-workers I don't it's something I feel i need to hide from them. , A co-worker told me about their experience with depression and how they try to cope with it. Often co-workers will post in our mental health slack room if they are having a bad day and they'll receive support from the group. , Continue to work to remove stigma. Create a safe place for workers to find and provide support. , I feel like the company I work for is unique in how supportive it is and how well the employees support each other. "
474,0,500-1000,1.0,1.0,Yes,Yes,No,Yes,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,8.0,6.0,,,,,,,,,1,1.0,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,8.0,5.0,Yes,Yes,Yes,1,Yes,Rarely,Often,No,8,Maybe,Maybe,1.0,0.0,,5.0,No,"Yes, I experienced",3.0,39.0,female,United States of America,New York,More than one of the above,United States of America,New York,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",I've taken leave for depression and anxiety.
475,0,100-500,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,5.0,5.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,5.0,5.0,Yes,Yes,Yes,1,Yes,Often,Often,No,9,No,No,1.0,0.0,,5.0,Maybe/Not sure,Maybe/Not sure,3.0,30.0,F,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",
476,0,26-100,1.0,1.0,Yes,Yes,Yes,No,Yes,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,10.0,8.0,,,,,,,,,1,1.0,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,1.0,"No, at none of my previous employers",0.0,0.0,10.0,10.0,Yes,Yes,Yes,1,Yes,Rarely,Often,No,8,Maybe,No,0.0,,,10.0,"Yes, I observed","Yes, I experienced",2.0,23.0,woman,United States of America,New Jersey,White,United States of America,New Jersey,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Obsessive-Compulsive Disorder","I've mentioned how I had a lot of anxiety with some life changes and was encouraged to take time off as needed to get not-work stuff done., I've talked to co-workers about my anxiety and needing to take medication. And how missing a day off medication may affect my attitude that day., Previous: Someone was overworked by constant changes to requirements that they had a mental breakdown and got almost violent, and cursed a lot, for ten minutes until the manager felt safe enough to stop them. While I felt unsafe the entire time even after., No questions asked health insurance coverage for mental health. No 10 day limit on PTO. Do not limit sick time to physical issues that warrant doctor's notes. "
477,0,More than 1000,1.0,1.0,Yes,No,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Maybe,0.0,No,0.0,1.0,7.0,7.0,,,,,,,,,0,,,,,,,,,,,,,,,Possibly,,No,1,I don't know,Rarely,Sometimes,No,1,Maybe,No,0.0,,,4.0,"Yes, I observed",Maybe/Not sure,3.0,29.0,f,United States of America,California,White,United States of America,California,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,"talking about bipolar, talking about depression, talking about burnout..., misunderstandings and lack of empathy from management, more awareness,more clear avenues of support, less stigma"
478,0,26-100,1.0,1.0,Yes,Yes,No,I don't know,Yes,Very easy,Same level of comfort for each,Yes,1.0,Maybe,1.0,0.0,7.0,8.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,None did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,1.0,6.0,4.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,No,10,Maybe,Maybe,0.0,,,10.0,No,"Yes, I experienced",2.0,38.0,Male,United States of America,Tennessee,White,United States of America,Tennessee,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder","All reactions were positive and supportive. Employer readily provides mental health leave, as needed., Described experiences talking with a therapist. Reactions were positive, including one person asking more about how therapy works, since they are interested in possibly seeing a therapist., Discussions usually involved medications taken and questions about those medications., I see an overall shift in the stigma surrounding mental health as lessening, but we still have a long way to go. Openly discussing and making others aware of mental health issues have helped tremendously."
479,0,More than 1000,1.0,1.0,Yes,Yes,No,No,I don't know,I don't know,Physical health,No,0.0,No,0.0,0.0,7.0,3.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,0.0,1.0,5.0,2.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,Yes,7,Maybe,No,0.0,,,2.0,"Yes, I experienced",No,1.0,41.0,female,United States of America,Washington,White,United States of America,Washington,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",
480,0,100-500,1.0,1.0,Yes,Yes,No,Yes,I don't know,Very easy,Same level of comfort for each,Yes,0.0,Yes,1.0,1.0,5.0,7.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,7.0,6.0,No,,No,0,No,Not applicable to me,Not applicable to me,No,10,Yes,Maybe,0.0,,,10.0,"Yes, I observed","Yes, I observed",3.0,47.0,Male,United States of America,Nevada,White,United States of America,Nevada,,,,
481,0,6-25,1.0,1.0,Yes,Yes,No,No,I don't know,Somewhat difficult,Physical health,Maybe,0.0,No,0.0,1.0,7.0,5.0,,,,,,,,,1,0.0,Some did,I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,7.0,5.0,Yes,Yes,Yes,1,Yes,Sometimes,Sometimes,,9,Maybe,No,0.0,,,7.0,Maybe/Not sure,No,1.0,56.0,Woman,United States of America,North Carolina,White,United States of America,North Carolina,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Stress Response Syndromes","The stigma is pervasive/societal, but encouraging self-care and taking time off might help those who are struggling., I have paid out of pocket for therapy and medication in the past so those would not show up in a medical record that employers could find out about. However, do to the expense of medications, I do use employer-based insurance for prescriptions for mental health. "
